ageSmoke,age,smokingUse,expenditure
18,28,2.397895273,46
25,64,3.663561646,611.76
19,57,3.663561646,2486.06
24,63,2.48490665,360.6
20,57,-0.693147181,145
14,29,2.772588722,64.34
17,34,2.890371758,65.69
25,27,-0.798507696,370
15,33,2.993229143,945.94
16,30,3.113515309,218
11,54,3.555348061,30
18,40,3.540959324,147.4
24,67,3.465735903,14906.1
12,41,2.995732274,92
25,57,3.496507561,5405.26
10,53,4.189654742,41
14,68,4.553876892,431.55
10,33,3.583518938,154
21,53,2.602689685,303
14,74,4.804021045,467
18,47,3.113515309,610.93
21,54,2.302585093,437.9
13,26,2.63905733,72.8
17,37,1.945910149,346.75
18,54,3.839452313,283
19,53,3.555348061,511.37
18,39,0.182321557,628
17,53,4.219507705,1365.84
18,49,0.405465108,329.76
16,42,1.945910149,56
30,34,0.916290732,532.67
18,40,3.540959324,210
16,38,3.828641396,643
18,44,3.295836866,183
10,59,4.605170186,7619.9
18,54,2.302585093,4217.09
16,26,2.397895273,107.64
15,32,3.091042453,130
13,40,3.258096538,25
15,36,3.091042453,219
13,32,3.36729583,366
16,25,1.609437912,5525
19,46,2.63905733,2576.99
20,46,2.351375257,208.41
16,65,2.525728644,10
20,63,3.784189634,1290.98
9,62,5.087596335,1371.45
15,68,4.543294782,123.12
45,71,3.135494216,22613.6
18,54,1.098612289,1132.67
19,71,3.970291914,110
46,55,2.890371758,137344.74
17,59,3.473518043,589
17,24,1.791759469,1859.3
23,32,1.609437912,1257.89
18,25,1.945910149,6589.03
13,23,2.079441542,50
11,23,2.277267285,244
12,32,2.351375257,1762.42
12,32,2.890371758,2883.9
15,59,4.997212274,202.11
22,50,3.36729583,81
21,24,1.386294361,309
14,45,2.833213344,1331.96
13,69,2.708050201,670.41
15,29,2.708050201,229
20,25,1.280933845,456.07
18,61,4.859812404,10597.32
13,19,0.336472237,1171.04
26,47,1.658228077,3306.16
18,68,1.386294361,5637.36
13,34,2.041220329,105
24,40,2.833213344,4194.83
36,66,0.405465108,1046.65
18,68,3.583518938,111
15,26,1.974081026,652
16,36,3.737669618,12431.44
33,72,0.405465108,175
15,62,3.871201011,1575.61
25,81,1.704748092,949.39
21,74,3.072693315,98.6
17,53,3.32323584,10405.92
16,42,1.609437912,13.18
18,41,2.442347035,1766.23
23,69,4.94875989,3274.5
16,37,2.833213344,586
16,37,2.833213344,1763.93
14,70,2.890371758,1817.24
16,23,2.079441542,228
16,34,3.113515309,45
18,34,2.708050201,1453.99
13,64,4.356708827,3394.66
18,45,1.791759469,287
30,36,1.945910149,60
16,44,3.36729583,463.94
18,68,3.772760938,977.82
18,72,2.041220329,3783.25
27,72,2.833213344,1665.08
42,71,2.028148247,406.25
18,44,0.405465108,1045
25,75,3.931825633,2352.5
18,61,0.916290732,1614.76
16,54,4.069026754,4051.49
15,29,2.420368129,35
16,55,4.094344562,2399.45
15,52,3.63758616,1894.34
24,64,1.280933845,268
18,69,3.33220451,682
16,52,3.32323584,10
14,32,1.945910149,1702
16,44,4.060443011,60
21,81,4.110873864,34560.17
15,34,0,20
20,40,3.044522438,9722.46
16,34,2.251291799,476
17,71,4.394449155,26848.64
18,29,2.197224577,264.15
14,29,0,515
18,25,1.658228077,1362.26
15,19,1.609437912,1080
20,26,1.658228077,375
18,32,2.014903021,240
17,60,3.784189634,68.36
20,50,0.438254931,284
15,53,3.737669618,129.73
20,46,3.295836866,1059
12,29,2.890371758,33099.84
15,34,2.995732274,3994
22,60,2.459588842,1457.8
20,48,1.098612289,1184.16
20,76,0,1628.44
15,35,0.048790164,1900.72
16,39,2.890371758,88
21,54,3.526360525,510
22,50,0.587786665,9997.74
22,31,0,31
19,29,1.704748092,299.51
12,22,2.1102132,1229.88
42,70,1.470175845,6044.84
13,59,3.157000421,1066.69
18,60,3.737669618,801.97
13,34,2.803360381,186
40,81,1.435084525,645.6
16,31,2.772588722,273
12,61,1.609437912,6929.35
19,71,3.747148362,2777.34
26,64,3.663561646,30476.82
18,29,1.32175584,680
19,25,0.048790164,479
18,81,1.931521412,370
18,27,0.182321557,468.6
17,59,3.737669618,841.07
20,64,3.258096538,25
15,36,1.193922468,226
46,58,-0.287682072,1230.6
25,87,3.828641396,14913.61
34,61,2.995732274,24490.5
32,58,3.295836866,300
16,25,1.609437912,2220.99
14,31,1.974081026,100
22,51,3.401197382,303.89
15,50,3.583518938,4364.22
15,38,2.821378886,125.45
21,29,0.587786665,32172.41
14,28,2.708050201,2651.83
21,53,3.496507561,2678.87
17,54,0,605
25,43,2.944438979,199
19,29,1.704748092,553.65
16,38,1.749199855,269.95
17,31,1.504077397,331
15,39,2.525728644,20114.73
16,29,1.945910149,1014.54
14,26,1.252762968,394.3
24,66,3.163363115,105
18,66,3.380994674,268
22,50,1.470175845,1826
20,48,1.568615918,734.77
14,26,0.500775288,55.68
18,76,4.483002552,718.22
20,59,0.693147181,2156.54
18,67,3.912023005,247.92
16,39,3.17805383,3875
18,79,4.007333185,3268.63
23,33,2.621038824,133.63
25,44,3.401197382,949
24,25,-0.223143551,551.67
18,36,2.564949357,1504.83
21,52,3.465735903,1539.96
12,74,4.753590191,1845.22
15,74,4.736198448,1949.9
17,70,3.988984047,418
45,83,1.16315081,3453.25
17,66,3.36729583,35.15
18,65,3.33220451,1746.89
18,83,4.189654742,12123
19,83,2.708050201,1020
19,58,3.778491613,1761.01
16,59,3.555348061,3323.43
20,63,2.351375257,800
22,60,1.840549633,653.6
16,37,3.091042453,877
16,55,3.555348061,745.86
24,40,1.098612289,1203.16
40,78,2.341805806,11251.78
18,60,4.016383021,611.02
16,58,3.761200116,158
30,31,0,10028.33
14,28,2.708050201,521.4
16,21,0.587786665,85.8
18,54,3.610917913,365
36,80,1.32175584,45173.65
17,88,4.276666119,9657.51
16,58,2.48490665,214.41
17,57,4.016383021,2772.42
17,54,3.238678452,1518.95
15,44,3.401197382,2342
13,45,2.442347035,608.23
14,80,4.204692619,29819.61
25,70,3.828641396,1053.1
15,23,2.079441542,121
16,43,2.708050201,688.26
18,41,1.609437912,102
16,55,0.916290732,474.05
14,22,2.197224577,1458.56
13,43,3.80666249,78
21,34,2.351375257,2281
13,68,4.025351691,30785.19
38,61,3.17805383,337.27
25,82,3.583518938,12528.68
35,64,3.401197382,854
19,55,3.32323584,1313.65
18,40,2.442347035,2906.39
18,38,1.658228077,404.08
19,32,1.945910149,37
19,39,2.756840365,1080.2
19,34,2.079441542,120
18,29,2.197224577,32
24,27,1.386294361,240.9
17,25,1.504077397,819.5
13,58,4.927253685,2931.72
13,33,4.143134726,190
14,55,3.96081317,528.36
19,27,0.405465108,4398.35
19,43,3.218875825,488.39
15,29,2.970414466,64
17,58,4.430816799,183.22
15,45,3.433987204,228.72
20,73,2.397895273,554.58
16,75,3.433987204,9983.43
26,77,0.810930216,8239.24
15,32,2.890371758,134.99
16,26,2.397895273,1439.65
18,53,3.583518938,830.27
21,56,3.113515309,75
15,29,2.708050201,515.4
14,39,3.258096538,230.37
15,47,2.862200881,802.16
18,35,1.280933845,2.5
14,49,3.295836866,164
18,33,2.772588722,166.95
18,26,2.197224577,2894.68
16,65,2.944438979,1212.49
30,58,3.465735903,2107.52
20,46,0.916290732,953.06
22,44,2.442347035,188
20,40,3.449987546,321
20,39,3.401197382,1482.95
17,63,3.339321978,402.48
23,60,3.47506723,145.49
20,42,2.442347035,268
18,33,2.48490665,233.15
16,35,1.740466175,8779.95
16,25,-0.693147181,178.5
16,43,2.197224577,1095
21,45,2.014903021,1865
17,37,-0.916290732,160
18,77,3.17805383,89.53
18,35,2.197224577,1100.7
20,41,2.533696814,1241.98
11,32,2.48490665,110
16,69,3.555348061,936.01
22,67,3.828641396,503.03
17,37,2.756840365,303
15,40,3.258096538,207.65
16,61,3.17805383,14463.99
20,42,2.397895273,333.12
16,40,3.218875825,29.78
21,52,2.708050201,249.75
18,71,3.295836866,565.95
13,37,1.481604541,258.06
18,25,1.791759469,2415.71
12,23,2.197224577,2422.53
16,33,3.295836866,654
19,31,1.386294361,146
18,23,0.875468737,36221.37
18,23,1.609437912,249.54
18,28,1.704748092,258.07
17,27,2.397895273,165.45
14,35,3.27336401,9796.64
14,36,2.708050201,56
19,33,3.113515309,13541.18
18,27,0,175.5
17,68,3.788724789,1008.21
17,59,3.761200116,1481.56
16,29,1.704748092,1743.51
16,64,4.158883083,1149.95
20,25,-1.203972804,3925.4
18,38,3.044522438,30
20,51,3.465735903,229.39
20,50,3.433987204,631.2
30,56,3.701301974,23847.7
22,80,2.277267285,610.28
15,20,0.048790164,677.5
18,38,1.609437912,780.8
18,40,2.397895273,481.41
17,32,1.974081026,8625.1
20,54,3.449987546,2099.42
20,53,1.223775432,5980.72
17,25,1.909542505,120.83
19,56,1.147402453,1333.34
35,53,1.047318994,10415.06
18,41,-0.916290732,140.15
21,52,2.48490665,35
16,39,0.693147181,123
32,63,2.549445171,695.67
16,45,2.63905733,22446.15
18,74,1.864080131,5470.6
21,54,3.414442608,473.39
21,66,2.734367509,384.59
15,80,4.127134385,13092.24
17,46,3.401197382,2691.13
16,56,1.931521412,35
18,30,2.277267285,2908.06
22,28,1.252762968,215.16
20,56,3.465735903,36.13
20,31,1.791759469,130.94
18,44,2.602689685,583.2
16,20,0.916290732,231
18,27,0.182321557,53.49
15,32,2.833213344,3160.68
12,48,4.304065093,667.99
15,49,4.59511985,553
20,36,2.708050201,982.35
20,82,2.351375257,6727.16
28,68,3.713572067,5653.49
17,73,2.054123734,161
22,48,1.909542505,211
15,54,4.787491743,38
16,37,-0.916290732,1085.1
17,21,1.32175584,383.82
20,74,3.254242969,551.42
18,52,0.048790164,411
18,50,3.496507561,664
16,42,2.931193752,343
18,66,3.604138226,97.27
18,35,1.098612289,65
17,25,2.197224577,411
14,65,4.80811103,2835.9
18,41,3.17805383,75
21,39,2.944438979,487.5
16,29,2.862200881,327.6
17,60,3.044522438,1649
25,51,3.295836866,1397.1
21,45,3.113515309,573.38
29,71,2.397895273,3010.1
25,64,4.382026635,115.53
23,63,3.020424886,771.6
16,22,1.840549633,478.77
18,38,3.044522438,594
15,36,2.803360381,169
17,56,3.688879454,298.69
22,75,3.883623531,792.26
17,19,0.405465108,180
25,62,3.349904087,599.66
18,32,2.014903021,220.5
15,27,1.098612289,120
18,63,3.135494216,6763.76
20,41,3.091042453,999.99
19,59,3.169685581,236.48
19,38,1.945910149,470.03
15,31,2.833213344,73.6
16,41,3.951243719,22
16,25,1.098612289,30.12
17,69,4.663439094,17433.17
25,52,3.33220451,225
16,28,1.766441661,192.22
17,64,4.564348191,359.5
16,47,4.158883083,1166.93
24,90,3.000719815,50.83
15,30,2.397895273,810.05
16,32,2.833213344,177.88
14,28,2.014903021,210.9
18,42,2.621038824,268
16,43,2.054123734,818.76
18,53,4.219507705,632.04
18,27,2.995732274,287
19,46,-0.287682072,362.19
19,22,1.945910149,4598.38
16,38,2.442347035,2200.07
18,33,1.386294361,143
15,77,4.007333185,438.63
17,69,3.688879454,260.7
14,27,2.197224577,1123.89
20,35,3.33220451,270
14,32,2.656756907,730.98
16,44,3.091042453,725.42
19,43,3.218875825,1358.29
16,19,0.470003629,159.5
20,66,3.157000421,57.55
19,72,2.351375257,1983.9
22,38,-0.287682072,531.67
18,39,0.875468737,151.5
18,78,3.823191792,405.3
18,46,2.833213344,1456.19
20,21,0.405465108,616.8
22,72,3.891820298,979.82
21,58,2.251291799,146
17,38,1.386294361,492.12
18,77,0.470003629,7732.02
19,34,-1.203972804,1532.58
15,26,1.909542505,1808.85
18,63,3.17805383,961.36
18,43,3.951243719,40
20,36,1.78339122,661
15,68,0.223143551,516.9
20,39,3.044522438,131.31
21,39,1.252762968,1707.7
22,76,2.351375257,1803.24
18,26,0.810930216,157.24
17,21,0.405465108,909.33
15,29,2.397895273,884.31
20,41,3.091042453,97
12,28,2.833213344,1456.31
14,28,2.014903021,309.64
17,45,3.36729583,1338.97
17,20,-1.609437912,2591.99
19,45,3.951243719,830.36
13,56,4.325456283,482.8
14,45,1.16315081,872.54
21,49,3.36729583,1556.45
20,27,2.079441542,2555
16,62,5.147494477,449.88
30,62,4.412798293,4517.75
16,47,4.158883083,9010.98
18,46,3.36729583,815.07
17,20,1.386294361,585.95
30,79,2.890371758,4992.96
15,28,1.568615918,615.45
42,52,0.693147181,1019.82
25,43,1.386294361,197
16,71,3.80666249,7404.1
19,71,3.970291914,1284.22
15,29,2.420368129,8192.48
18,32,3.113515309,65
17,23,1.945910149,4181.08
17,30,2.351375257,415.65
22,72,0.875468737,2051.37
21,76,4.025351691,110.6
20,50,3.146305132,45
18,31,2.63905733,77.73
19,28,0.916290732,152.3
15,27,2.402430428,4528.98
21,82,3.33220451,2344.25
10,79,3.96081317,1216.15
20,52,3.496507561,400
17,31,2.602689685,990.45
19,28,1.609437912,639
18,38,0,120
19,35,3.238678452,1191.38
26,36,2.302585093,902.87
19,27,1.504077397,50.7
16,30,1.945910149,114.59
20,34,2.420368129,1721
17,29,1.871802177,2047
15,35,2.756840365,660.59
21,30,1.098612289,3353.5
15,57,3.091042453,502.5
14,36,3.314186005,223
13,25,2.197224577,4154.81
15,26,2.079441542,468.85
25,73,4.584967479,3504.43
25,71,3.562465529,229.4
16,27,2.48490665,23
15,19,1.609437912,139
21,68,3.871201011,487
14,32,2.944438979,2573.77
42,79,4.33073334,1774.56
18,36,2.944438979,93.45
20,36,1.62924054,168.95
14,26,2.970414466,1068.85
32,66,2.862200881,749.92
50,73,3.17805383,3918.25
30,82,2.797281335,25591.63
19,75,4.448516376,476
21,64,3.091042453,4842.9
40,65,1.011600912,5982.35
22,78,4.043051268,10896.99
11,53,4.166665224,582.03
15,66,5.049856007,14000.85
14,77,3.850147602,70
25,74,2.756840365,118.25
17,62,3.828641396,745.22
12,23,2.957511061,63.7
16,20,-1.386294361,687
17,67,3.55820113,57.5
23,65,3.761200116,70
13,28,2.931193752,542.8
12,27,2.772588722,54
16,70,4.007333185,120
17,45,1.064710737,195
19,35,-0.162518929,422.19
12,64,3.970291914,49353.16
15,79,4.110873864,11380.42
23,39,0.530628251,1119
18,41,3.583518938,455.71
18,52,4.366278278,214
40,68,-0.597837001,1399.73
23,52,3.583518938,505.48
20,46,2.351375257,326.95
25,41,2.140066163,301.46
20,42,1.749199855,2483.75
15,26,2.197224577,6004.02
19,43,1.832581464,254
20,39,2.995732274,1835.97
18,38,1.945910149,48
17,34,2.197224577,343
9,52,2.890371758,75
22,28,1.945910149,795.29
30,64,1.704748092,437.18
17,34,1.504077397,174.25
12,43,3.605497845,445
11,32,2.397895273,552.5
16,33,0.262364264,190.63
22,53,2.772588722,72.87
18,31,1.945910149,203.8
15,58,4.624972813,857.93
17,33,2.545531272,1893
18,57,4.307437778,363.11
18,35,2.197224577,1199.88
25,45,1.147402453,146.8
20,32,-0.430782916,35
20,60,1.098612289,183.29
21,25,0.405465108,134
15,25,1.800058272,260
18,58,-0.510825624,4110.04
21,40,2.302585093,268.5
21,43,2.442347035,23
17,68,1.945910149,1822.61
16,28,1.178654996,164
24,46,3.135494216,3150.38
18,45,3.135494216,643.88
16,20,0,42.19
17,54,3.834061464,319.04
21,63,2.656756907,8477.24
18,68,4.337290741,3100.89
16,62,4.25561271,432.78
17,64,1.609437912,86.27
16,36,3.044522438,390
23,41,0.693147181,886.95
28,28,-1.897119985,121
18,56,3.17805383,624
18,55,1.945910149,411
26,73,4.564348191,4291.08
14,65,2.747270914,6743.88
35,67,2.803360381,922.18
19,33,2.014903021,1029.28
16,52,3.80666249,38
17,28,1.791759469,265.1
16,64,2.014903021,307.22
13,45,3.871201011,170
20,36,2.995732274,759.79
12,42,1.974081026,151.16
22,76,3.433987204,1742.98
17,55,3.526360525,1180.91
18,40,0.139761942,804.64
10,41,3.871201011,23059.71
37,40,1.098612289,6489.23
25,66,3.425889994,1072.91
23,57,3.555348061,1028.19
25,49,2.931193752,97.44
20,47,3.044522438,234.6
20,66,2.397895273,425.7
16,28,-0.430782916,2919.92
16,24,1.504077397,1230
18,60,3.63758616,3512.66
23,73,3.931825633,554.56
20,72,2.766319109,2580.59
18,43,3.258096538,133
18,39,3.091042453,6347.64
25,88,4.852030264,597
25,79,4.700480366,233.47
17,31,-0.105360516,858.68
14,54,4.762173935,102
15,43,0.587786665,3611.2
16,49,4.219507705,1103.22
17,68,2.740840024,705.04
12,79,3.891820298,12537.95
30,77,3.17805383,1407.5
22,69,2.667228207,856.13
17,57,-1.203972804,1410.45
26,26,-2.302585093,1074.36
21,43,3.135494216,18.45
15,42,3.555348061,1266.5
21,75,4.230476737,2046.39
16,41,3.663561646,1676.43
17,49,3.208825489,869.38
13,25,1.791759469,98.49
21,40,3.912023005,10630.66
19,53,2.862200881,199.9
12,59,4.276666119,20041.59
13,35,2.442347035,70
25,73,4.361823927,1559.63
16,74,4.077537444,22525.06
13,26,2.63905733,1782.5
16,23,-0.916290732,185
17,37,2.756840365,28.79
20,46,3.295836866,1028.21
19,48,1.791759469,189.24
14,44,3.210843653,147
21,46,1.360976553,1805.72
19,21,-0.798507696,1127
30,55,1.360976553,5816.44
13,19,1.945910149,204.17
14,76,4.709530201,499
19,54,2.890371758,789.77
16,36,3.044522438,676
23,54,2.1690537,756.75
17,69,3.663561646,1604.26
19,62,2.557227311,703.15
15,73,3.583518938,502
42,65,2.351375257,194
14,48,3.555348061,1050.41
16,21,1.791759469,33
20,52,3.496507561,126.18
18,31,1.029619417,60
20,43,3.358637767,2656.4
20,42,0.693147181,6708.53
18,41,2.48490665,100
18,64,4.356708827,115
12,70,4.127134385,9571.87
30,67,3.126760536,1080
12,52,4.356708827,1020.34
14,23,2.302585093,275
25,36,2.197224577,7043
18,40,3.135494216,75
15,34,2.995732274,2037.72
18,37,3.688879454,3800
18,69,4.119037175,3859.78
16,31,3.17805383,244
18,34,0.470003629,161
19,36,2.602689685,4990.71
18,72,3.583518938,1536.55
20,64,3.688879454,965.08
18,70,3.970291914,932.81
18,20,0.587786665,317
17,19,1.32175584,130
20,31,2.48490665,46.36
14,54,3.713572067,387.25
22,25,0.693147181,4972.6
15,19,1.609437912,58
15,26,2.48490665,376
19,33,2.708050201,50
20,53,1.223775432,167
18,27,0.693147181,205.9
13,66,4.905274778,223
21,47,0.875468737,1341.17
15,22,2.079441542,692.3
23,66,3.401197382,36862.38
18,33,2.772588722,265
26,75,3.624340933,212.92
18,76,3.473518043,9388.02
17,65,4.276666119,22498.36
17,30,-0.693147181,491
25,34,1.791759469,3571
12,57,2.624668592,5140.28
18,32,2.014903021,2263.24
13,63,4.624972813,1484.95
20,24,1.609437912,219.5
17,65,3.891820298,1584.97
18,66,3.891820298,1211.7
16,53,4.043051268,780.01
21,69,3.555348061,827.59
14,66,3.135494216,785.72
20,72,2.079441542,1667.74
18,37,3.401197382,3021.8
18,38,1.609437912,425
12,31,2.995732274,630
25,32,2.079441542,2104
13,57,3.912023005,363
19,30,1.791759469,206
17,61,3.80666249,732
19,59,3.713572067,343.89
20,61,2.351375257,271.93
30,63,1.435084525,2767.7
30,65,2.533696814,5868.48
18,55,1.335001067,2017.91
15,59,3.951243719,676.55
13,50,2.944438979,5894.47
26,71,3.135494216,2915.33
14,56,3.068052935,420.36
18,66,2.374905755,131.62
17,65,3.891820298,62677.25
18,75,3.761200116,1030.39
20,72,3.020424886,1469.62
21,71,3.80666249,1031.81
17,31,3.113515309,4017.78
17,61,3.891820298,1043.9
12,46,4.412798293,357.85
16,45,0.587786665,5
16,23,1.974081026,56
20,48,3.701301974,48018.11
28,73,3.828641396,44
17,51,2.1690537,928.87
17,47,1.252762968,10962.26
16,29,1.945910149,108
17,32,0.875468737,520
12,27,0.993251773,2952
17,54,1.481604541,39444.33
12,39,3.33220451,84.17
13,34,1.481604541,1042.52
15,52,3.526360525,3178.58
20,57,3.63758616,14353.56
17,63,0.139761942,12100.04
18,44,0.993251773,513.75
15,74,3.449987546,7869.97
16,74,4.564348191,353
19,63,4.127134385,14287.49
17,43,1.252762968,733
13,35,3.267665989,12820.31
18,56,2.970414466,677.2
18,56,3.375879574,541.25
14,35,1.098612289,5454.66
17,23,1.252762968,248.24
19,66,3.871201011,3583.44
18,71,3.988984047,1516.32
19,72,3.295836866,1996.73
19,42,-0.693147181,3607
18,45,3.33220451,4033.12
17,66,3.912023005,432.55
16,25,2.525728644,50
18,63,1.871802177,5492.25
15,24,2.302585093,2783
15,27,2.564949357,593
17,30,1.386294361,173.68
12,65,2.351375257,532.45
18,19,0.405465108,100
19,76,3.091042453,7955.33
12,71,3.044522438,684.04
15,41,2.602689685,555.92
13,86,4.382026635,5739.74
18,54,0.875468737,815
18,53,3.988984047,239
19,26,0.693147181,851.85
21,51,3.091042453,396.68
14,31,3.988984047,5387.99
20,64,4.212127598,150.82
22,30,0.405465108,348.35
19,33,2.708050201,251
17,71,3.526360525,237
22,53,2.772588722,8354
21,47,2.48490665,372
15,44,2.772588722,150
13,23,2.397895273,40
18,73,3.737669618,1520.3
20,73,3.988984047,793.49
21,60,3.218875825,44390.95
30,54,1.32175584,1499
24,40,3.526360525,697.6
18,40,3.135494216,1566.5
20,44,3.912023005,14922.76
19,28,-1.049822124,491.59
20,76,1.871802177,6035.34
22,42,1.16315081,539
18,40,3.688879454,1231
18,39,2.890371758,1197
17,32,0.470003629,633.85
15,52,4.025351691,841
18,26,-0.105360516,115
21,48,1.280933845,1178.9
14,47,3.663561646,65771.48
19,40,-0.916290732,680.81
20,47,2.63905733,338
25,48,2.302585093,580.7
20,53,1.887069649,466.95
19,51,2.564949357,7035
18,41,0.336472237,1235
45,62,2.890371758,290.48
18,42,3.218875825,90
15,43,3.955082495,458.75
12,26,2.931193752,11030.27
22,34,0.667829373,4475.98
15,28,0.741937345,50
25,63,1.348073148,268.67
20,69,3.912023005,2498.36
19,72,3.295836866,660.86
19,78,1.704748092,20449.46
17,26,1.609437912,429.68
16,27,1.791759469,4308.87
16,66,2.442347035,491.05
50,56,0.048790164,195
18,57,3.688879454,448.46
15,25,2.397895273,591.68
18,44,3.295836866,12487.5
20,45,-1.203972804,6166
18,49,3.871201011,97
15,49,4.248495242,963.24
18,39,2.197224577,435
15,37,1.704748092,4795.14
20,75,3.401197382,9149.66
15,67,3.970291914,358.25
18,63,3.17805383,7406.85
21,32,2.054123734,265
12,35,1.791759469,1152
14,23,0.916290732,1007.5
24,34,0.500775288,7671.17
20,30,2.292534757,393
20,48,3.079613758,135.2
16,41,3.095577609,598
19,63,3.518980417,327
25,61,3.610917913,187
17,26,-0.916290732,65.45
17,28,0.875468737,146.85
15,49,3.555348061,18657.9
18,46,3.33220451,7
23,26,0.693147181,80
30,75,2.442347035,4016
18,45,2.533696814,985.6
20,71,4.532599493,948
18,31,2.351375257,159
24,79,3.33220451,1642.5
19,64,4.212127598,1171
14,26,2.564949357,879.9
26,62,3.448398983,1592.15
25,73,2.912350665,495.9
40,69,2.708050201,437.5
15,74,2.708050201,12726.2
16,36,3.044522438,379.6
21,36,2.014903021,888.74
16,30,2.397895273,50
15,30,2.302585093,173.85
22,32,-1.897119985,375
15,52,2.856470206,1137.21
17,53,3.526360525,783.5
19,67,2.833213344,178.35
25,31,-0.510825624,532.71
17,27,0.09531018,35
21,66,1.931521412,598.5
18,68,4.337290741,4368.4
19,27,1.504077397,8948.14
18,27,0.405465108,526.67
21,73,3.970291914,359.35
18,37,2.890371758,45
14,53,3.688879454,671.72
18,75,0.500775288,31206.21
16,21,-0.510825624,648
19,56,3.555348061,4026.76
21,22,0,48
19,20,-0.693147181,902.22
15,45,2.740840024,197.7
16,42,-0.916290732,768.95
20,30,1.011600912,1159.65
26,65,3.96081317,70
23,29,1.252762968,235
21,29,2.197224577,140
15,36,2.48490665,1388.01
16,34,2.944438979,306.49
23,33,2.397895273,1638.07
20,71,1.147402453,881.01
17,33,2.140066163,56.25
22,26,0.916290732,57.95
17,61,1.568615918,553.7
16,70,2.602689685,147.84
18,29,0.182321557,6136.5
13,24,2.48490665,2622.37
14,32,2.564949357,296
18,24,1.252762968,370
16,20,0.223143551,137.98
15,25,1.967112357,731.94
24,54,2.740840024,8985.5
19,73,3.688879454,1153.5
24,70,3.80666249,733.21
18,70,3.970291914,148.75
16,33,3.449987546,548.33
20,57,3.63758616,332
16,61,2.602689685,970.71
49,69,2.351375257,26772.04
18,29,0.78845736,136
20,29,1.098612289,1597.57
16,35,3.688879454,209
16,34,2.944438979,420.27
18,69,3.157000421,401.02
15,33,3.63758616,1812.7
14,29,2.890371758,3204.37
16,41,2.602689685,270
13,45,4.189654742,9637.11
26,69,3.496507561,741.35
34,37,-1.203972804,2077.24
20,54,2.756840365,714.92
15,31,2.833213344,14638.64
19,48,-0.693147181,328.52
16,31,2.772588722,402.74
15,46,2.261763098,613.84
39,63,3.218875825,1481.68
17,19,-0.798507696,214
19,39,1.16315081,340
19,76,3.772760938,10452.1
12,61,3.737669618,348.45
14,24,1.704748092,205.98
14,30,2.833213344,423
9,27,0.405465108,1139.43
14,26,2.564949357,713.57
20,49,3.555348061,2568.34
18,47,2.847812143,2085.45
12,65,4.682131227,21241.07
15,34,3.688879454,2630.98
19,65,2.890371758,1738.02
17,33,3.056356895,330.55
24,36,2.970414466,259.29
16,29,2.63905733,7555.24
24,73,3.912023005,92
20,64,4.406719247,2569.67
18,22,1.504077397,54
16,56,4.025351691,2433.68
18,44,3.855452654,1978
18,39,3.784189634,85.14
20,51,2.028148247,402.95
16,22,1.945910149,446.1
20,68,0.875468737,83
29,73,2.48490665,829.4
18,39,3.314186005,142
20,38,-0.693147181,258.27
14,86,3.157000421,1654.13
14,67,4.25561271,392.93
16,39,3.401197382,99.4
19,66,1.909542505,896.08
16,37,3.496507561,1886.3
13,24,2.48490665,160
16,22,1.945910149,4807.81
21,42,2.302585093,158
22,60,3.555348061,1033.55
18,31,1.252762968,3551
20,51,4.025351691,5440.72
20,56,4.016383021,164.87
21,73,3.970291914,310.56
20,80,3.433987204,4950.42
40,81,1.704748092,17535.03
13,51,4.304065093,1619.39
18,71,3.826465117,2665.36
16,71,4.406719247,2533.36
25,77,3.970291914,2320.26
13,31,2.944438979,2054.13
37,67,3.328626689,1261.26
14,69,4.430816799,869.85
16,65,3.912023005,194.18
13,40,3.701301974,130
16,39,3.135494216,104
37,65,2.397895273,858
17,78,4.820281566,340
17,63,4.477336814,32
20,64,3.113515309,1808.57
17,59,2.944438979,2639
16,59,4.477336814,1644.55
15,63,2.687847494,1583.32
19,60,2.63905733,1720.9
18,30,0.693147181,181
14,31,2.197224577,113
19,43,3.218875825,35
17,25,1.504077397,150.95
13,75,4.094344562,2057.91
23,68,3.496507561,9311.98
22,24,-0.287682072,106
20,36,0.896088025,652
18,36,2.251291799,1226.09
24,40,3.288401888,600
18,32,1.386294361,4504.5
21,40,1.609437912,45
15,60,3.90197267,1379
21,56,3.583518938,777.42
30,54,3.442019376,227
21,55,2.833213344,4583.85
15,80,4.189654742,1018.88
20,79,4.317488114,256.2
16,27,1.791759469,297
19,40,-0.287682072,14562.75
18,39,2.197224577,45
30,78,0.875468737,1696.69
17,64,0.993251773,6792.84
16,62,1.791759469,2544.35
14,59,-1.386294361,173
18,31,2.63905733,172.08
15,75,4.110873864,19397.87
18,53,2.890371758,823.19
17,23,1.609437912,50930.43
24,70,3.36729583,966.72
15,55,4.527208645,20624.3
16,52,1.386294361,3459.54
13,37,1.945910149,65.62
16,30,2.708050201,124.75
20,30,3.091042453,184
25,67,5.042133961,848.87
18,67,3.912023005,527.36
20,65,3.540959324,47.89
15,45,3.701301974,2177.66
16,45,2.63905733,43.54
18,19,-1.203972804,350
21,50,3.624340933,1021.44
22,53,3.17805383,1086.74
23,65,3.583518938,2484.07
13,50,3.126760536,434.47
23,28,1.098612289,106.25
18,34,3.526360525,4508.78
17,33,2.545531272,4046.04
